"code","name","type","country","flavor_profile","origin","harvest_season","price_per_kg","price_per_pkg","sold_out","grade","altitude","density","processing_method","variety"
"S26-6","牙买加 斯东尼庄园 蓝山一号 水洗","premium","牙买加","茶树花香、黑莓、甘蔗的水果香气、奶油、核桃、碧根果、黑巧克力味明显、微苹果酸、入口柔顺度高口感圆润、平衡稳定、回味甘甜。","STONELEIGH","2024","630.0","600.0","False","G1","1642M","835g/l","水洗处理","BLUE MOUNTAIN"
"S28-6","哥伦比亚 牧羊人庄园 粉波旁 椰子糖","premium","哥伦比亚","椰子干，椰子奶糖，太妃糖，巧克力，柑橘，李子，成熟水果，口感柔顺，余韵轻香料。","Finca Pastora","2023","208.0","198.0","False","Supremo","1700-1750M","835g/l","水果酵素厌氧水洗","粉红波旁"
"S27","哥伦比亚 白山庄园 椰子糖","premium","哥伦比亚","椰子糖，柠檬，芒果干，柠檬草，酸质明亮，果糖甜感","Monteblanco Estate","2024","238.0","218.0","False","Supremo","1730M","811g/l","椰子水洗","紫卡杜拉"
"S27-1","哥伦比亚 白山庄园 蜜瓜冰淇淋","premium","哥伦比亚","哈密瓜，莓果干，柠檬，草莓，瑞士糖甜感，乌龙茶。","Monteblanco/HUILA","2024","278.0","268.0","False","Supremo","1700-1850M","832g/l","西瓜酵母发酵水洗","卡杜拉波旁"
"S27-2","哥伦比亚 娜玲珑 17/18目","premium","哥伦比亚","味道均衡性极佳，香气十足，甜度高，与明亮的果酸呼应，果味适中,巧克力余韵","Nariño","2024","76.0","65.0","False","Supremo","1800 - 2150 m","894g/l","水洗处理","Caturra"
"S27-3","哥伦比亚 甘蔗处理 EA低因咖啡","premium","哥伦比亚","黑巧克力，焦糖，平衡，口感顺滑，香醇甘甜。","HUILA","2024","82.0","76.0","False","Supremo","1300-1800M","880g/l","EA处理法","Castillo, Caturra, Typica"
"S27-4","哥伦比亚 慧兰绿檀庄园 瑰夏&奇罗索 双重发酵水洗","premium","哥伦比亚","热带水果，柠檬，红茶，花香。","Antioquia /Finca Guayacanes","2024","190.0","178.0","False","Supremo","1550-1700M","860g/l","水洗处理","Geisha，Caturra，Chiriso"
"S27-5","哥伦比亚 诺加莱斯庄园 黄铁皮卡 菌种酵母水洗","premium","哥伦比亚","哈密瓜，菠萝，香槟，苹果汁，酒渍樱桃。","Finca Los Nogales","2024","255.0","245.0","False","Supremo","1850M","890g/l","热冲击．酵母厌氧水洗","黄铁皮卡"
"S27-6","哥伦比亚 穆雅庄园 红酒桶酒香发酵水洗","premium","哥伦比亚","红葡萄酒，葡萄，樱桃，核果。","穆雅庄园","2024","158.0","148.0","False","Supremo","1500-1600M","843g/l","红酒桶酒香发酵水洗","Caturra/Bourbon/Castillo"
"S27-7","哥伦比亚 蒙特利尔庄园 瑰夏（2023冬季COE冠军）","premium","哥伦比亚","突出花香、柑橘、杏桃、红色樱桃、红茶、多汁浆果、传统的花香调性、橙皮、尾韵悠长、柔顺醇厚、甜度佳、均衡自然。","托利马 庄 园 ： Finca Montreal","2024","495.0","","False","Supremo","2050M","861g/l","双重发酵水洗","瑰夏"
"S27-8","哥伦比亚 溪流庄园 瑰夏","premium","哥伦比亚","茉莉花、柑橘、西柚、柠檬草、红茶、杯测干净、多汁水果风味。","慧兰 庄 园 ： Finca Revira","2024","198.0","","False","Supremo","1750M+","849g/l","双重发酵水洗","瑰夏"
"S27-9","哥伦比亚 双重厌氧水洗 瑰夏 栀子之花","premium","哥伦比亚","栀子花，柑橘，绿茶，葡萄柚，复杂水果，花香突出。","慧兰 合作社 ： Palestine","2024","230.0","","False","Supremo","1850M+","850g/l","双重发酵水洗","瑰夏"
"S27-10","哥伦比亚 泉水庄园 瑰夏 水洗","premium","哥伦比亚","茉莉花，蜜橘，枫糖，葡萄柚，饱满精致。","慧兰 HUILA","2023","290.0","","False","supremo","1750M+","834g/l","精致水洗处理","GEISHA"
"S27-11","哥伦比亚 独木舟庄园 蜜处理 瑰夏 48H有氧发酵","premium","哥伦比亚","花香，芒果，红莓，蜂蜜茶，饱满多汁。","HUILA 庄 园 ： 独木舟庄园 LA PIRAGUA","2023","360.0","","False","Supremo","1800+M","833g/l","蜜处理","Gesha瑰夏"
"S28","哥伦比亚 希望庄园 瑰夏 厌氧水洗","premium","哥伦比亚","茉莉花，柑橘，莓果，蔗糖，柠檬草香气 ，整体风味细致优雅。","托利马 庄 园 ： La Esperanza庄园","2024","360.0","","False","Supremo","1800M","819g/l","厌氧水洗处理","100%Geisha"
"S28-1","哥伦比亚 阿尔代庄园 瑰夏 水洗","premium","哥伦比亚","紫色花香浓郁， 柠檬草， 椰子片， 绿茶尾韵。","慧兰Huila 庄园： Finca La Aldea","2023","350.0","","False","Supremo","1860M+","885g/l","水洗处理","瑰夏Geisha"
"S28-2","哥伦比亚 分界线庄园 瑰夏 水洗","premium","哥伦比亚","花香，红茶，柑橘，柠檬草，body厚实。","慧兰Huila 庄园： Finca El Diviso","2023","280.0","","False","Supremo","1800M","830g/l","水洗处理","瑰夏Geisha"
"S28-3","哥伦比亚 分界线庄园 双重厌氧水洗 希爪","premium","哥伦比亚","花香，姜，黄色水果，橙子，薄荷，柠檬酸，酸质明亮，顺滑body。","慧兰Huila 庄园： Finca El Diviso","2023","250.0","240.0","False","Supremo","1700M","846g/l","双重厌氧水洗处理","Sidra希爪"
"S28-4","哥伦比亚 分界线庄园 双重发酵日晒 希爪","premium","哥伦比亚","花香，热带水果，荔枝，百香果，木瓜，顺滑body，回甘甜。","慧兰Huila 庄园： Finca El Diviso","2023","258.0","248.0","False","Supremo","1700M","852g/l","双重发酵日晒处理","Sidra希爪"
"S28-5","哥伦比亚 分界线庄园 双重厌氧水洗 粉波旁","premium","哥伦比亚","茉莉花香、樱桃、水蜜桃、柑橘、成熟水果、类瑰夏调性、醇厚度好。","慧兰Huila 庄 园 ： Finca El Diviso","2023","178.0","168.0","False","Supremo","1700M","846g/l","双重厌氧水洗","Pink Bournbon"
"S28-7","哥伦比亚 分界线庄园 大肚脐 双重发酵日晒","premium","哥伦比亚","红樱桃、葡萄、黄桃、血橙、玫瑰花香、葡萄酒、利口酒、发酵自然清新，果汁感丰富。","慧兰Huila 庄 园 ： Finca El Diviso","2024","340.0","330.0","False","Supremo","1700M","816g/l","双重发酵日晒","Ombligon"
"S28-8","哥伦比亚 分界线庄园 瑰夏 日晒","premium","哥伦比亚","玫瑰花、柑橘、桃子、冰葡萄、覆盆子、复合热带水果、利口酒、发酵感好、高甜度、干净度高。","慧兰Huila 庄 园 ： Finca El Diviso","2023","298.0","","False","Supremo","1800M","871g/l","日晒处理","瑰夏Geisha"
"S28-9","哥伦比亚 红宝石庄园 瑰夏 日晒","premium","哥伦比亚","突出的茉莉花香、甜橙、柑橘、杏桃、红色成熟水果、薄荷味。","慧兰Huila 庄 园 ： Finca El Rubi","2023","280.0","","False","Supremo","1700-1800M","880g/l","日晒处理","瑰夏Geisha"
"S28-10","哥伦比亚 贝塔尼亚庄园 厌氧日晒 瑰夏","premium","哥伦比亚","葡萄干，可可，红苹果，红糖果味，带有朗姆酒、红苹果、香蕉和柔滑口感的果味饮料。","慧兰Huila 庄园 ： Finca Betania","2024","230.0","","False","Supremo","1800M","837g/l","90小时厌氧发酵日晒处理","瑰夏Geisha"
"S29","哥伦比亚 大嘴鸟庄园 厌氧日晒 爪哇","premium","哥伦比亚","枇杷， 啤梨， 车厘子， 红色莓果，甜度高。","La Sierra Nevada de Santa Marta","2023","200.0","190.0","False","Supremo","1800M","889g/l","厌氧日晒","JAVA"
"X13","桂花窨.埃塞俄比亚 耶加雪菲 科切尔","premium","埃塞俄比亚","桂花，砂糖橘，蔓越莓，杏干，葡萄干，蜂蜜，普洱茶。","Kochere","2023","218.0","205.0","False","G1","1800-1930M","840g/l","水洗&桂花古法窨制","Heirloom"
"X13-1","茉莉窨.埃塞俄比亚 耶加雪菲 G1","premium","埃塞俄比亚","浓郁茉莉花香，柑橘，绿茶，茶香四溢，余韵悠长。","Kochere","2024","190.0","180.0","False","G1","1800-1930M","723g/l","水洗&茉莉花古法窨制","Heirloom"
"X14","埃塞俄比亚 西达摩 班莎 艾拉 Bombe 水洗 G1","premium","埃塞俄比亚","玫瑰花，草莓，甜橙果酱，柑橘， 蓝莓 。","Bensa/Ayla处理厂Testi Ayla Washing Station","2023","100.0","90.0","False","G1","1800 - 2000m","850g/l","水洗处理","74110 & 74158"
"X15","埃塞俄比亚 西达摩 圣塔维尼 全红果 水洗G1","premium","埃塞俄比亚","花香，柑橘，草莓，高甜感，荷叶茶尾韵。","Bensa/Shantawene圣塔维尼","2023","115.0","105.0","False","G1","2080 - 2160M","835g/l","水洗处理","74158"
"X17","埃塞俄比亚 西达摩 G1 罕贝拉 花魁 水洗","premium","埃塞俄比亚","茉莉花香，百香果，柑橘，甜感强、绿茶。","BUKU Abel处理厂","2024","105.0","95.0","False","G1","2200-2350M","895g/l","水洗处理","Heirloom"
"E-0","埃塞俄比亚 耶加雪菲 歌迪欧 日晒 G1","common","埃塞俄比亚","柑橘，甜杏桃，荔枝，西柚，茉莉花香，丰富果汁，红酒。","Gedeo","2023","74.0","66.0","False","G1","1900M","832g/l","日晒处理","Heirloom"
"E-1","埃塞俄比亚 西达摩 G4 日晒","common","埃塞俄比亚","花香，热带水果，坚果，甘甜，香醇。","Sidamo","2024","55.0","46.0","False","G4","1950-2000M","903g/l","日晒处理","Heirloom"
"E-1A","埃塞俄比亚 西达摩G4 日晒 精选（ 低瑕疵）","common","埃塞俄比亚","花香，黑巧克力，莓果，坚果，甘甜，香醇。","Sidamo","2024","57.0","48.0","False","G4 精选","1950-2000M","887g/l","日晒处理","Heirloom"
"E-2","埃塞俄比亚 西达摩 G4 TOP精品 日晒 (内袋)","common","埃塞俄比亚","柠檬，柑橘，成熟水果调，可可，香醇，干净。","Sidamo","2024","65.0","56.0","False","G4","1500-2000M","852g/l","日晒处理","Heirloom"
"E-2A","埃塞俄比亚 吉玛 G4日晒 精选（MPC,内袋低瑕疵）","common","埃塞俄比亚","茉莉花香，柑橘，成熟水果调，红葡萄酒，口感干净。","Djimmah/MPC处理厂","2024","66.0","57.0","False","G4（相当于普通G3等级）","1800M","863g/l","日晒处理","Heirloom"
"E-2S","埃塞俄比亚 哈拉之星 G5日晒（相当于G3品质）","common","埃塞俄比亚","传统的摩卡，巧克力，可可，红酒，水果香气饱满。","HARAR MOUNTAIN","2024","65.0","56.0","False","G5","1900-2300M","857g/l","日晒处理","古早原生种"
"E-3","埃塞俄比亚 西达摩 格拉纳庄园 G3 日晒","common","埃塞俄比亚","草莓，苹果，柠檬等浓烈的水果香气，成熟果实的甜感，清爽复杂的口感。","GELANA","2024","78.0","70.0","False","G3","1600M","825g/l","日晒处理","GEISHA"
"E-4","埃塞俄比亚 耶加 Aricha G3 日晒（内袋）","common","埃塞俄比亚","热带水果香气，草莓干，榛果，醇厚度饱满.","Yirgacheffe/Aricha处理厂","2024","68.0","60.0","False","G3","1750-2100M","869g/l","日晒处理","Heirloom"
"E-5","埃塞俄比亚 班其玛吉 G3 日晒","common","埃塞俄比亚","柑橘，柚子等丰富浓郁的水果风味，成熟果实的甜感。","Bench Maji","2023","68.0","56.0","False","G3","1600M","837g/l","日晒处理","GEISHA"
"E-6","埃塞俄比亚 西达摩G2 精选 水洗（内袋）","common","埃塞俄比亚","柑橘，花香，莓果，西柚,口感干净。","SIDAMO","2024","74.0","66.0","False","G2","1700-2000M","g/l","水洗处理","Heirloom"
"E-7","埃塞俄比亚 耶加雪菲 G2 精选 水洗","common","埃塞俄比亚","花香，柠檬，柑橘，酸度柔和,口感干净。","耶加雪菲","2024","68.0","59.0","False","G2","1950-2000M","858g/l","水洗处理","Heirloom"
"E-8","埃塞俄比亚 耶加雪菲 科切尔 G1 水洗","common","埃塞俄比亚","水蜜桃，柠檬，柑橘香，甜感好，酸质柔和。","Kochere","2024","69.0","59.0","False","G1","1900-2200M","868g/l","水洗处理","Heirloom"
"E-9","埃塞俄比亚 耶加雪菲 科切尔 G2 精选 水洗","common","埃塞俄比亚","橙花，青葡萄，柠檬及柑橘的综合体，口感干净。","AYIRGACHEFFE KOCHERE","2024","74.0","68.0","False","G2","1800-2000M","855g/l","水洗处理","Heirloom"
"E-10","埃塞俄比亚 利姆 G2 水洗","common","埃塞俄比亚","柑橘，柠檬，香草，黑糖，口感滑顺，非常干净","利姆","2024","61.0","55.0","False","G2","1900-2400M","854g/l","水洗处理","Heirloom"
"S18","危地马拉 微微特南果 天意庄园 帕尔湖","premium","危地马拉","橙汁、香瓜、奶油糖果，根汁汽水，柑橘，口感平衡柔和，圆润顺滑。","Finca La Providencia","2023","93.0","83.0","False","SHB","1550M","860g/l","水洗处理","Bourbon, Catuai, Caturra，Mundo Novo"
"S18-1","危地马拉 安提瓜 拉米尼塔 花神","premium","危地马拉","独有的花香气息结合柔顺清新的柑橘滋味，让花香与水果甜香交织出个性十足却又完美和谐，核果，可可，酸质圆润，BODY细致。","Antigua/拉米尼塔","2023","112.0","102.0","False","SHB","1200‒1600M","836g/l","水洗处理","卡杜拉、卡杜艾、波旁"
"S20-1","巴拿马 翡翠庄园 钻石山 日晒","premium","巴拿马","杏桃，莓果，葡萄，酒香巧克力，BODY顺滑，甜感佳。","Boquete/La Esmeralda Diamond Mountain","2024","195.0","185.0","False","SHB","1400-1700M","905g/l","日晒处理","Catuai"
"S20-2","巴拿马 翡翠庄园 红标 瑰夏 日晒","premium","巴拿马","茉莉花，树莓，芒果，蜂蜜，果汁感，质地干净，风味优雅。","翡翠庄园 地块： El Velo/Portón（波顿）","2024","2300.0","","False","SHB","1600-1800M","886g/l","日晒处理","Geisha"
"S20-3","巴拿马 翡翠庄园 红标 瑰夏 水洗","premium","巴拿马","玫瑰花，柠檬草，柑橘，佛手柑，蔗糖。","翡翠庄园 地块： trapiche/坎纳斯","2024","2000.0","","False","SHB","1700M以上","845g/l","水洗处理","Geisha"
"S20-4","巴拿马 翡翠庄园 瑰夏 绿标 日晒","premium","巴拿马","茉莉花，葡萄柚，热带水果，蜂蜜，果汁感。","翡翠庄园/Cañas Verdès","2024","990.0","","False","SHB","1750M","895g/l","日晒处理","Geisha"
"S20-5","巴拿马 翡翠庄园 瑰夏 绿标 水洗","premium","巴拿马","玫瑰花香，甜杏，柑橘，菠萝，蜂蜜与柑橘香气，果汁感。","翡翠庄园/El velo","2023","780.0","","False","SHB","1600M以上","868g/l","水洗处理","Geisha"
"S21","巴拿马 黛博拉庄园 无氧发酵日晒 瑰夏","premium","巴拿马","茉莉花，柳橙汁，葡萄，车厘子，红茶。","黛博拉庄园","2023","1100.0","","False","SHB","2000-2350M","889g/l","无氧发酵日晒处理","Geisha"
"S21-1","巴拿马 艾利达庄园 慢速干燥厌氧发酵日晒 瑰夏","premium","巴拿马","无花果、芒果干、柑橘、蜜糖吐司、酸甜滑顺、尾韵枫糖与温带水果茶。","Boquete/ Elida Estate","2023","1200.0","","False","SHB","1900M","865g/l","厌氧发酵低温慢速日晒","Geisha"
"S21-2","巴拿马 驴子庄园 瑰夏 ASD厌氧慢速日晒","premium","巴拿马","香瓜、波罗蜜、发酵、蓝莓、可可、层次感丰富、酸甜平衡，口感圆润滑顺。","Boquete/ EI Burro Estate","2023","920.0","","False","SHB","1700-1800M","829g/l","厌氧慢速日晒","Geisha"
"S21-5","巴拿马 波奎特 艾尔维拉庄园 瑰夏 蓝标 水洗","premium","巴拿马","茉莉花香，柑橘，橙子，苹果，柠檬茶。","Boquete/Elvira Estate 地块： 印帝安地块","2024","500.0","","False","SHB","1550-1850M","854g/l","水洗处理","Geisha"
"S21-6","巴拿马 玛玛卡特庄园 瑰夏 蓝标 日晒","premium","巴拿马","玫瑰花香， 葡萄，橙子，水蜜桃，茉莉绿茶感。","巴拿马波奎特","2023","380.0","","False","SHB","1675-1700M","875g/l","日晒处理","Geisha"
"S21-7","巴拿马 玛玛卡特庄园 瑰夏 蓝标 厌氧日晒","premium","巴拿马","紫葡萄， 红糖，凤梨， 桃子，橘子糖。","巴拿马波奎特","2023","350.0","","False","SHB","1675-1700M","862g/l","厌氧日晒","Geisha"
"S21-9","巴拿马 火石庄园 小农 瑰夏 厌氧日晒","premium","巴拿马","白花，草莓，葡萄柚，蜂蜜。","Piedra de Candela","2024","240.0","","False","SHB","1750-1950M","850g/l","厌氧日晒处理","Geisha"
"S22","巴拿马 科特瓦女巫庄园 瑰夏 日晒","premium","巴拿马","葡萄干，紅酒，胡椒，蜜饯，加州李子。","巴拿马波奎特","2024","568.0","","False","SHB","1700M","850g/l","日晒处理","Geisha"
"S22-1","巴拿马 科特瓦女巫庄园 帝比卡 厌氧日晒","premium","巴拿马","红酒，葡萄干，加州李子，香料，蜜饯。","巴拿马波奎特","2024","155.0","145.0","False","SHB","1700M","870g/l","厌氧日晒","Typica"
"S22-3","巴拿马 詹森庄园 瑰夏 水洗","premium","巴拿马","花香，柑橘，桃子，核果，蜂蜜，多汁感，回甘好。","詹森庄园/LOT621","2024","660.0","","False","SHB","1350M","840g/l","水洗处理","绿顶瑰夏"
"S22-4","巴拿马 卡萨路易斯庄园 瑰夏 日晒","premium","巴拿马","茉莉花，水蜜桃，佛手柑，凤梨，莓果。","Boquete 庄园： Finca Casa Ruiz","2023","568.0","","False","SHB","1700M","843g/l","日晒处理","Geisha"
"S22-5","巴拿马 90+ Volcan Valley 瑰夏","premium","巴拿马","樱桃，西梅，覆盆子，米酒。","Ninety Plus","2023","450.0","","False","SHB","1500-1700M","875g/l","90+处理法","Geisha"
"S22-6","巴拿马 波奎特 花蝴蝶 100%瑰夏 厌氧日晒ASD","premium","巴拿马","干香为糖渍菠萝、莓果与佛手柑香气。啜吸时可感受到糖蜜菠萝、百香果法式软糖风味，伴随着水蜜桃、佛手柑与Choya梅酒香气，甜蜜微醺的细致瑰夏作品。","Boquete","2022","368.0","","False","SHB","2000M","853g/l","厌氧日晒处理","100%Geisha瑰夏"
